
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1
SRP45,201405010920,67.42,14.66
SRP45,201405010925,67.35,15.06
SRP45,201405010930,67.33,15.46
SRP45,201405010935,67.21,15.9
SRP45,201405010940,67.21,16.09
SRP45,201405010945,67.28,16.14
SRP45,201405010950,67.3,16.22
SRP45,201405010955,67.23,16.49
SRP45,201405011000,67.26,16.75
SRP45,201405011005,67.26,16.87
SRP45,201405011010,67.26,17.08
SRP45,201405011015,67.26,17.2
SRP45,201405011020,67.26,17.37
SRP45,201405011025,67.1,17.74
SRP45,201405011030,67.01,17.94
SRP45,201405011035,67.03,17.84
SRP45,201405011040,66.87,17.84
SRP45,201405011045,66.78,18.15
SRP45,201405011050,66.85,18.41
SRP45,201405011055,66.94,18.31
SRP45,201405011100,66.76,18.02
SRP45,201405011105,66.6,18.13
SRP45,201405011110,66.52,18.43
SRP45,201405011115,66.43,18.8
SRP45,201405011120,66.51,19.11
SRP45,201405011125,66.61,19.39
SRP45,201405011130,66.67,19.44
SRP45,201405011135,66.54,19.7
SRP45,201405011140,66.4,20.15
SRP45,201405011145,66.25,20.39
SRP45,201405011150,66.11,20.39
SRP45,201405011155,66.0,20.93
SRP45,201405011200,65.95,21.48
SRP45,201405011205,65.91,21.82
SRP45,201405011210,65.97,22.3
SRP45,201405011215,65.95,22.41
SRP45,201405011220,65.79,22.27
SRP45,201405011225,65.62,21.82
SRP45,201405011230,65.55,21.86
SRP45,201405011235,65.43,21.52
SRP45,201405011240,65.34,20.6
SRP45,201405011245,65.3,20.64
SRP45,201405011250,65.32,20.47
SRP45,201405011255,65.37,19.76
SRP45,201405011300,65.41,19.45
SRP45,201405011305,65.41,19.3
SRP45,201405011310,65.48,19.17
SRP45,201405011315,65.55,19.28
SRP45,201405011320,65.57,19.37
SRP45,201405011325,65.62,19.56
SRP45,201405011330,65.53,20.06
SRP45,201405011335,65.46,20.22
SRP45,201405011340,65.46,20.25
SRP45,201405011345,65.61,20.01
SRP45,201405011350,65.82,19.55
SRP45,201405011355,66.04,18.98
SRP45,201405011400,66.25,18.41
SRP45,201405011405,66.47,17.89
SRP45,201405011410,66.52,17.82
SRP45,201405011415,66.63,17.63
SRP45,201405011420,66.72,17.63
SRP45,201405011425,66.76,17.6
SRP45,201405011430,66.94,17.4
SRP45,201405011435,67.08,17.24
SRP45,201405011440,67.23,16.91
SRP45,201405011445,67.35,16.43
SRP45,201405011450,67.53,16.17
SRP45,201405011455,67.8,16.03
SRP45,201405011500,67.96,15.7
SRP45,201405011505,68.29,15.48
SRP45,201405011510,68.56,15.16
SRP45,201405011515,68.63,15.1
SRP45,201405011520,68.88,15.13
SRP45,201405011525,69.15,14.91
SRP45,201405011530,69.24,14.82
SRP45,201405011535,69.48,14.82
SRP45,201405011540,70.0,14.68
SRP45,201405011545,70.18,14.77
SRP45,201405011550,70.9,14.64
SRP45,201405011555,71.56,14.38
SRP45,201405011600,71.85,14.29
SRP45,201405011605,72.21,14.15
SRP45,201405011610,72.37,14.17
SRP45,201405011615,72.64,14.15
SRP45,201405011620,73.33,14.01
SRP45,201405011625,72.7,14.43
SRP45,201405011630,72.25,14.87
SRP45,201405011635,72.66,14.71
SRP45,201405011640,73.24,14.84
SRP45,201405011645,73.4,14.89
SRP45,201405011650,73.35,14.76
SRP45,201405011655,73.35,14.85
SRP45,201405011700,72.9,14.96
SRP45,201405011705,73.15,14.97
SRP45,201405011710,73.63,14.79
SRP45,201405011715,74.37,14.34
SRP45,201405011720,74.35,14.34
SRP45,201405011725,73.92,14.57
SRP45,201405011730,73.85,14.51
SRP45,201405011735,74.05,14.63
SRP45,201405011740,74.5,14.42
SRP45,201405011745,75.25,14.13
SRP45,201405011750,75.79,13.83
SRP45,201405011755,76.62,13.68
SRP45,201405011800,75.96,13.78
SRP45,201405011805,75.52,13.96
SRP45,201405011810,75.97,13.78
SRP45,201405011815,75.7,13.61
SRP45,201405011820,75.69,13.69
SRP45,201405011825,77.43,13.1
SRP45,201405011830,77.7,12.42
SRP45,201405011835,77.04,12.66
SRP45,201405011840,76.26,12.95
SRP45,201405011845,76.91,12.87
SRP45,201405011850,77.25,12.54
SRP45,201405011855,77.05,12.52
SRP45,201405011900,76.93,12.61
SRP45,201405011905,77.67,12.37
SRP45,201405011910,77.9,12.17
SRP45,201405011915,78.31,11.96
SRP45,201405011920,78.78,11.81
SRP45,201405011925,79.21,11.63
SRP45,201405011930,78.91,11.67
SRP45,201405011935,80.04,11.58
SRP45,201405011940,80.35,11.42
SRP45,201405011945,80.04,11.35
SRP45,201405011950,81.12,11.15
SRP45,201405011955,81.05,11.12
SRP45,201405012000,80.28,11.1
SRP45,201405012005,80.35,11.13
SRP45,201405012010,79.86,11.25
SRP45,201405012015,79.11,11.42
SRP45,201405012020,79.9,11.21
SRP45,201405012025,80.42,11.05
SRP45,201405012030,80.22,11.12
SRP45,201405012035,80.76,11.0
SRP45,201405012040,81.46,10.65
SRP45,201405012045,82.0,10.29
SRP45,201405012050,83.41,10.11
SRP45,201405012055,83.07,9.99
SRP45,201405012100,82.69,10.15
SRP45,201405012105,83.37,9.99
SRP45,201405012110,83.71,9.87
SRP45,201405012115,84.07,9.83
SRP45,201405012120,84.65,9.63
SRP45,201405012125,85.23,9.39
SRP45,201405012130,83.71,9.74
SRP45,201405012135,83.16,9.82
SRP45,201405012140,83.41,9.72
SRP45,201405012145,83.16,9.72
SRP45,201405012150,83.08,9.67
SRP45,201405012155,83.23,9.54
SRP45,201405012200,83.19,9.55
SRP45,201405012205,84.36,9.23
SRP45,201405012210,86.05,8.7
SRP45,201405012215,86.38,8.52
SRP45,201405012220,86.16,8.49
SRP45,201405012225,85.46,8.51
SRP45,201405012230,85.84,8.49
SRP45,201405012235,86.05,8.32
SRP45,201405012240,85.17,8.45
SRP45,201405012245,85.03,8.5
SRP45,201405012250,85.6,8.39
SRP45,201405012255,85.86,8.3
SRP45,201405012300,86.52,8.23
SRP45,201405012305,87.82,8.05
SRP45,201405012310,88.61,7.89
SRP45,201405012315,88.18,8.08
SRP45,201405012320,87.53,8.1
SRP45,201405012325,86.92,8.2
SRP45,201405012330,86.2,8.42
SRP45,201405012335,85.03,8.58
SRP45,201405012340,84.87,8.59
SRP45,201405012345,84.63,8.6
SRP45,201405012350,84.9,8.53
SRP45,201405012355,85.5,8.2
SRP45,201405020000,85.01,7.99
SRP45,201405020005,85.12,7.96
SRP45,201405020010,85.6,7.88
SRP45,201405020015,86.02,7.85
SRP45,201405020020,86.31,7.77
SRP45,201405020025,85.68,7.79
SRP45,201405020030,86.04,7.76
SRP45,201405020035,86.31,7.65
SRP45,201405020040,84.99,7.72
SRP45,201405020045,84.04,7.83
SRP45,201405020050,83.7,7.72
SRP45,201405020055,83.62,7.69
SRP45,201405020100,83.62,7.69
SRP45,201405020105,83.62,7.71
SRP45,201405020110,83.5,7.78
SRP45,201405020115,83.39,7.73
SRP45,201405020120,83.32,7.75
SRP45,201405020125,83.28,7.75
SRP45,201405020130,83.12,7.79
SRP45,201405020135,83.01,7.71
SRP45,201405020140,82.98,7.67
SRP45,201405020145,82.92,7.58
SRP45,201405020150,82.81,7.54
SRP45,201405020155,82.76,7.51
SRP45,201405020200,82.69,7.49
SRP45,201405020205,82.63,7.45
SRP45,201405020210,82.65,7.34
SRP45,201405020215,82.63,7.23
SRP45,201405020220,82.62,7.1
SRP45,201405020225,82.6,6.97
SRP45,201405020230,82.35,7.17
SRP45,201405020235,81.72,7.58
SRP45,201405020240,81.16,8.09
SRP45,201405020245,80.83,8.41
SRP45,201405020250,80.69,8.18
SRP45,201405020255,80.49,7.92
SRP45,201405020300,80.35,7.83
SRP45,201405020305,79.99,7.99
SRP45,201405020310,79.81,8.12
SRP45,201405020315,79.41,8.18
SRP45,201405020320,79.3,7.91
SRP45,201405020325,79.23,7.81
SRP45,201405020330,78.98,8.06
SRP45,201405020335,78.82,7.95
SRP45,201405020340,79.29,7.09
SRP45,201405020345,79.52,6.95
SRP45,201405020350,79.05,7.37
SRP45,201405020355,78.64,7.56
SRP45,201405020400,78.37,7.34
SRP45,201405020405,78.75,6.8
SRP45,201405020410,78.89,6.86
SRP45,201405020415,78.53,7.01
SRP45,201405020420,78.62,7.1
SRP45,201405020425,78.39,7.54
SRP45,201405020430,78.06,7.83
SRP45,201405020435,78.04,7.74
SRP45,201405020440,77.95,7.72
SRP45,201405020445,77.65,7.28
SRP45,201405020450,77.94,7.06
SRP45,201405020455,77.74,8.17
SRP45,201405020500,76.66,9.66
SRP45,201405020505,76.08,9.98
SRP45,201405020510,75.38,10.38
SRP45,201405020515,75.06,10.32
SRP45,201405020520,75.07,9.84
SRP45,201405020525,74.97,9.76
SRP45,201405020530,74.86,9.35
SRP45,201405020535,74.88,9.35
SRP45,201405020540,74.64,9.19
SRP45,201405020545,74.55,9.53
SRP45,201405020550,74.26,10.07
SRP45,201405020555,73.98,10.44
SRP45,201405020600,74.1,10.2
SRP45,201405020605,74.3,9.87
SRP45,201405020610,74.16,9.67
SRP45,201405020615,74.46,9.01
SRP45,201405020620,74.66,8.57
SRP45,201405020625,74.79,8.08
SRP45,201405020630,74.68,7.97
SRP45,201405020635,74.25,8.07
SRP45,201405020640,73.8,8.37
SRP45,201405020645,73.62,8.45
SRP45,201405020650,73.29,8.5
SRP45,201405020655,73.15,8.41
SRP45,201405020700,72.84,8.86
SRP45,201405020705,72.25,9.51
SRP45,201405020710,72.27,8.9
SRP45,201405020715,72.43,8.61
SRP45,201405020720,72.57,8.55
SRP45,201405020725,72.18,9.01
SRP45,201405020730,71.4,11.06
SRP45,201405020735,71.28,11.14
SRP45,201405020740,70.92,11.98
SRP45,201405020745,70.2,12.11
SRP45,201405020750,70.83,11.04
SRP45,201405020755,71.4,10.79
SRP45,201405020800,71.22,11.27
SRP45,201405020805,70.61,11.85
SRP45,201405020810,70.14,12.5
SRP45,201405020815,69.82,13.3
SRP45,201405020820,69.64,12.87
SRP45,201405020825,69.96,11.81
SRP45,201405020830,70.03,11.5
SRP45,201405020835,69.84,11.56
SRP45,201405020840,69.62,11.19
SRP45,201405020845,69.73,10.88
SRP45,201405020850,69.49,10.99
SRP45,201405020855,69.21,10.97
SRP45,201405020900,68.97,11.12
SRP45,201405020905,68.72,11.49
SRP45,201405020910,68.7,11.61
SRP45,201405020915,68.74,11.67
SRP45,201405020920,68.47,11.8
SRP45,201405020925,68.2,11.81
SRP45,201405020930,67.84,11.96
SRP45,201405020935,67.51,12.31
SRP45,201405020940,67.15,12.63
SRP45,201405020945,67.14,12.82
SRP45,201405020950,67.24,12.96
SRP45,201405020955,67.17,13.15
SRP45,201405021000,66.94,13.51
SRP45,201405021005,66.76,13.99
SRP45,201405021010,66.36,14.6
SRP45,201405021015,66.25,14.71
SRP45,201405021020,66.47,14.65
SRP45,201405021025,66.87,14.11
SRP45,201405021030,66.72,14.68
SRP45,201405021035,66.27,14.91
SRP45,201405021040,66.52,13.69
SRP45,201405021045,66.83,13.17
SRP45,201405021050,66.96,13.71
SRP45,201405021055,66.79,14.31
SRP45,201405021100,66.69,14.54
SRP45,201405021105,66.54,15.16
SRP45,201405021110,66.54,15.12
SRP45,201405021115,66.7,14.94
SRP45,201405021120,66.49,15.6
SRP45,201405021125,66.49,14.88
SRP45,201405021130,66.85,14.09
SRP45,201405021135,67.14,13.77
SRP45,201405021140,67.15,13.65
SRP45,201405021145,66.97,13.58
SRP45,201405021150,66.79,13.64
SRP45,201405021155,66.61,13.89
SRP45,201405021200,66.56,13.77
SRP45,201405021205,66.42,14.49
SRP45,201405021210,66.06,15.92
SRP45,201405021215,66.15,15.43
SRP45,201405021220,66.4,14.45
SRP45,201405021225,66.4,14.14
SRP45,201405021230,66.25,14.54
SRP45,201405021235,66.02,15.03
SRP45,201405021240,65.82,15.04
SRP45,201405021245,65.61,15.67
SRP45,201405021250,65.46,16.35
SRP45,201405021255,65.32,17.18
SRP45,201405021300,65.23,17.56
SRP45,201405021305,65.1,17.82
SRP45,201405021310,64.89,18.27
SRP45,201405021315,64.94,17.81
SRP45,201405021320,65.03,17.41
SRP45,201405021325,65.05,17.39
SRP45,201405021330,64.96,17.43
SRP45,201405021335,65.05,16.99
SRP45,201405021340,65.23,17.21
SRP45,201405021345,65.41,17.32
SRP45,201405021350,65.75,17.18
SRP45,201405021355,66.13,16.94
SRP45,201405021400,66.61,16.68
SRP45,201405021405,67.12,15.92
SRP45,201405021410,67.87,14.68
SRP45,201405021415,68.49,13.68
SRP45,201405021420,69.08,13.16
SRP45,201405021425,69.42,12.77
SRP45,201405021430,69.71,12.71
SRP45,201405021435,69.76,12.62
SRP45,201405021440,69.85,12.52
SRP45,201405021445,70.68,12.04
SRP45,201405021450,71.65,11.8
SRP45,201405021455,71.91,11.7
SRP45,201405021500,71.62,11.68
SRP45,201405021505,71.8,11.46
SRP45,201405021510,72.03,11.17
SRP45,201405021515,72.39,10.94
SRP45,201405021520,72.61,10.49
SRP45,201405021525,72.52,10.57
SRP45,201405021530,73.08,10.58
SRP45,201405021535,73.74,10.19
SRP45,201405021540,74.48,9.95
SRP45,201405021545,74.57,9.91
SRP45,201405021550,74.7,9.88
SRP45,201405021555,75.4,9.78
SRP45,201405021600,75.72,9.77
SRP45,201405021605,75.9,9.63
SRP45,201405021610,76.24,9.84
SRP45,201405021615,76.78,9.89
SRP45,201405021620,76.95,10.05
SRP45,201405021625,76.86,10.32
SRP45,201405021630,77.04,10.27
SRP45,201405021635,77.88,10.18
SRP45,201405021640,77.92,10.31
SRP45,201405021645,78.17,10.37
SRP45,201405021650,78.37,10.49
SRP45,201405021655,78.15,10.66
SRP45,201405021700,78.22,10.67
SRP45,201405021705,78.42,10.62
SRP45,201405021710,78.55,10.66
SRP45,201405021715,79.2,10.52
SRP45,201405021720,79.59,10.35
SRP45,201405021725,79.9,10.28
SRP45,201405021730,80.49,10.11
SRP45,201405021735,80.55,9.81
SRP45,201405021740,80.29,9.8
SRP45,201405021745,80.83,9.71
SRP45,201405021750,81.18,9.63
SRP45,201405021755,81.07,9.56
SRP45,201405021800,81.43,9.41
SRP45,201405021805,81.77,9.34
SRP45,201405021810,81.84,9.4
SRP45,201405021815,82.13,9.24
SRP45,201405021820,81.61,9.34
SRP45,201405021825,82.36,9.17
SRP45,201405021830,83.5,8.83
SRP45,201405021835,83.44,8.89
SRP45,201405021840,82.54,9.04
SRP45,201405021845,82.38,9.06
SRP45,201405021850,82.98,8.89
SRP45,201405021855,82.62,8.88
SRP45,201405021900,82.65,8.96
SRP45,201405021905,83.19,8.79
SRP45,201405021910,82.96,8.82
SRP45,201405021915,83.44,8.72
SRP45,201405021920,84.04,8.5
SRP45,201405021925,83.91,8.52
SRP45,201405021930,84.61,8.4
SRP45,201405021935,85.33,8.24
SRP45,201405021940,85.87,8.14
SRP45,201405021945,85.23,8.15
SRP45,201405021950,84.9,8.22
SRP45,201405021955,85.14,8.28
SRP45,201405022000,85.44,8.38
SRP45,201405022005,86.11,8.2
SRP45,201405022010,86.27,8.03
SRP45,201405022015,86.22,8.02
SRP45,201405022020,86.16,7.83
SRP45,201405022025,86.9,7.73
SRP45,201405022030,87.48,7.58
SRP45,201405022035,86.9,7.65
SRP45,201405022040,87.01,7.68
SRP45,201405022045,87.96,7.49
SRP45,201405022050,87.82,7.47
SRP45,201405022055,88.25,7.45
SRP45,201405022100,88.32,7.45
SRP45,201405022105,87.91,7.51
SRP45,201405022110,88.03,7.5
SRP45,201405022115,88.18,7.47
SRP45,201405022120,88.41,7.44
SRP45,201405022125,88.72,7.42
SRP45,201405022130,88.18,7.54
SRP45,201405022135,88.27,7.55
SRP45,201405022140,89.62,7.35
SRP45,201405022145,90.48,7.09
SRP45,201405022150,90.55,7.09
SRP45,201405022155,89.94,7.14
SRP45,201405022200,89.01,7.28
SRP45,201405022205,89.64,7.21
SRP45,201405022210,90.79,7.01
SRP45,201405022215,89.67,7.11
SRP45,201405022220,90.46,7.06
SRP45,201405022225,91.72,6.83
SRP45,201405022230,90.77,6.9
SRP45,201405022235,90.3,7.0
SRP45,201405022240,91.26,6.88
SRP45,201405022245,92.23,6.71
SRP45,201405022250,91.81,6.74
SRP45,201405022255,91.29,6.87
SRP45,201405022300,91.15,6.92
SRP45,201405022305,91.42,6.91
SRP45,201405022310,91.22,6.9
SRP45,201405022315,90.91,6.98
SRP45,201405022320,91.38,6.89
SRP45,201405022325,90.79,6.95
SRP45,201405022330,90.77,6.94
SRP45,201405022335,90.93,6.85
SRP45,201405022340,89.94,6.98
SRP45,201405022345,88.86,7.12
SRP45,201405022350,88.84,7.14
SRP45,201405022355,89.06,7.12
SRP45,201405030000,89.42,7.05
SRP45,201405030005,90.0,7.0
SRP45,201405030010,89.85,7.01
SRP45,201405030015,89.22,7.1
SRP45,201405030020,89.01,7.19
SRP45,201405030025,89.85,7.05
SRP45,201405030030,90.07,6.97
SRP45,201405030035,89.6,7.05
SRP45,201405030040,88.36,7.28
SRP45,201405030045,87.87,7.42
SRP45,201405030050,87.78,7.47
SRP45,201405030055,87.75,7.53
SRP45,201405030100,87.66,7.58
SRP45,201405030105,87.48,7.59
SRP45,201405030110,87.37,7.59
SRP45,201405030115,87.22,7.63
SRP45,201405030120,87.12,7.68
SRP45,201405030125,86.92,7.69
SRP45,201405030130,86.7,7.75
SRP45,201405030135,86.5,7.82
SRP45,201405030140,86.41,7.83
SRP45,201405030145,86.25,7.87
SRP45,201405030150,86.07,7.86
SRP45,201405030155,86.02,7.83
SRP45,201405030200,85.95,7.82
SRP45,201405030205,85.86,7.85
SRP45,201405030210,85.68,7.91
SRP45,201405030215,85.53,7.92
SRP45,201405030220,85.39,7.96
SRP45,201405030225,85.15,8.01
SRP45,201405030230,84.94,8.07
SRP45,201405030235,84.72,8.15
SRP45,201405030240,84.45,8.23
SRP45,201405030245,84.43,8.18
SRP45,201405030250,84.4,8.2
SRP45,201405030255,84.0,8.37
SRP45,201405030300,83.77,8.41
SRP45,201405030305,83.82,8.35
SRP45,201405030310,83.86,8.33
SRP45,201405030315,83.98,8.28
SRP45,201405030320,84.16,8.21
SRP45,201405030325,83.98,8.24
SRP45,201405030330,83.59,8.35
SRP45,201405030335,83.1,8.5
SRP45,201405030340,82.96,8.59
SRP45,201405030345,82.87,8.68
SRP45,201405030350,82.51,8.77
SRP45,201405030355,81.97,8.91
SRP45,201405030400,81.5,9.11
SRP45,201405030405,81.1,9.4
SRP45,201405030410,81.09,9.7
SRP45,201405030415,81.01,9.64
SRP45,201405030420,80.47,9.66
SRP45,201405030425,80.11,9.74
SRP45,201405030430,79.9,9.83
SRP45,201405030435,79.65,9.9
SRP45,201405030440,79.39,9.96
SRP45,201405030445,79.09,10.08
SRP45,201405030450,78.73,10.23
SRP45,201405030455,78.39,10.38
SRP45,201405030500,78.08,10.53
SRP45,201405030505,77.68,10.72
SRP45,201405030510,77.63,10.73
SRP45,201405030515,77.52,10.79
SRP45,201405030520,77.22,10.92
SRP45,201405030525,77.0,11.04
SRP45,201405030530,76.96,11.05
SRP45,201405030535,77.05,11.03
SRP45,201405030540,76.86,11.14
SRP45,201405030545,76.35,11.36
SRP45,201405030550,76.24,11.44
SRP45,201405030555,76.1,11.54
SRP45,201405030600,75.94,11.59
SRP45,201405030605,75.97,11.53
SRP45,201405030610,75.79,11.62
SRP45,201405030615,75.6,11.74
SRP45,201405030620,75.49,11.79
SRP45,201405030625,75.36,11.86
SRP45,201405030630,75.2,11.93
SRP45,201405030635,74.97,12.02
SRP45,201405030640,74.8,12.09
SRP45,201405030645,74.59,12.2
SRP45,201405030650,74.39,12.28
SRP45,201405030655,74.3,12.32
SRP45,201405030700,74.12,12.4
SRP45,201405030705,74.01,12.38
SRP45,201405030710,74.14,12.37
SRP45,201405030715,74.14,12.5
SRP45,201405030720,73.83,13.25
SRP45,201405030725,73.54,14.44
SRP45,201405030730,73.24,15.41
SRP45,201405030735,73.17,15.33
SRP45,201405030740,73.15,15.05
SRP45,201405030745,72.84,16.06
SRP45,201405030750,72.3,17.58
SRP45,201405030755,71.82,17.94
SRP45,201405030800,71.71,18.0
SRP45,201405030805,71.73,17.31
SRP45,201405030810,71.71,15.97
SRP45,201405030815,71.67,15.45
SRP45,201405030820,71.71,14.71
SRP45,201405030825,71.58,14.11
SRP45,201405030830,71.53,14.66
SRP45,201405030835,70.95,15.37
SRP45,201405030840,70.75,14.92
SRP45,201405030845,70.56,14.74
SRP45,201405030850,70.7,14.45
SRP45,201405030855,70.57,16.2
SRP45,201405030900,69.69,20.41
SRP45,201405030905,68.74,23.13
SRP45,201405030910,68.34,22.76
SRP45,201405030915,68.4,21.7
SRP45,201405030920,68.22,22.08
SRP45,201405030925,68.22,21.96
SRP45,201405030930,68.18,21.93
SRP45,201405030935,68.02,21.36
SRP45,201405030940,68.14,20.79
SRP45,201405030945,67.87,21.27
SRP45,201405030950,67.59,20.82
SRP45,201405030955,67.41,20.02
SRP45,201405031000,67.26,20.91
SRP45,201405031005,66.79,26.39
SRP45,201405031010,65.91,30.9
SRP45,201405031015,65.44,31.33
SRP45,201405031020,65.35,29.99
SRP45,201405031025,65.39,28.26
SRP45,201405031030,65.61,26.78
SRP45,201405031035,65.7,25.4
SRP45,201405031040,66.0,23.49
SRP45,201405031045,66.33,23.66
SRP45,201405031050,66.49,23.54
SRP45,201405031055,66.63,23.24
SRP45,201405031100,66.58,23.68
SRP45,201405031105,66.25,25.4
SRP45,201405031110,65.79,26.36
SRP45,201405031115,65.62,26.76
SRP45,201405031120,65.39,27.23
SRP45,201405031125,65.37,26.66
SRP45,201405031130,65.44,26.54
SRP45,201405031135,65.59,25.85
SRP45,201405031140,65.75,25.65
SRP45,201405031145,65.53,26.22
SRP45,201405031150,65.25,26.4
SRP45,201405031155,65.3,26.44
SRP45,201405031200,65.5,26.09
SRP45,201405031205,65.48,25.8
SRP45,201405031210,65.55,25.37
SRP45,201405031215,65.68,24.78
SRP45,201405031220,65.64,24.78
SRP45,201405031225,65.34,25.47
SRP45,201405031230,65.25,25.86
SRP45,201405031235,65.16,26.27
SRP45,201405031240,65.14,26.14
SRP45,201405031245,65.05,26.07
SRP45,201405031250,64.89,26.55
SRP45,201405031255,64.83,26.9
SRP45,201405031300,64.6,27.57
SRP45,201405031305,64.62,26.67
SRP45,201405031310,65.01,25.24
SRP45,201405031315,65.26,24.9
SRP45,201405031320,65.26,24.99
SRP45,201405031325,65.34,24.82
SRP45,201405031330,65.41,25.06
SRP45,201405031335,65.5,24.65
SRP45,201405031340,65.8,24.47
SRP45,201405031345,66.13,24.01
SRP45,201405031350,66.34,23.65
SRP45,201405031355,66.43,23.7
SRP45,201405031400,66.81,22.75
SRP45,201405031405,67.12,22.37
SRP45,201405031410,67.23,22.76
SRP45,201405031415,67.51,22.81
SRP45,201405031420,67.78,22.63
SRP45,201405031425,68.02,22.54
SRP45,201405031430,68.25,21.8
SRP45,201405031435,68.52,21.47
SRP45,201405031440,68.9,20.92
SRP45,201405031445,69.22,20.74
SRP45,201405031450,69.37,21.16
SRP45,201405031455,69.55,20.78
SRP45,201405031500,69.69,20.73
SRP45,201405031505,70.09,20.22
SRP45,201405031510,70.56,19.87
SRP45,201405031515,70.92,19.57
SRP45,201405031520,71.44,19.05
SRP45,201405031525,71.85,18.4
SRP45,201405031530,72.39,17.7
SRP45,201405031535,73.02,17.22
SRP45,201405031540,73.87,16.41
SRP45,201405031545,74.52,15.36
SRP45,201405031550,75.13,14.63
SRP45,201405031555,75.54,14.21
SRP45,201405031600,75.74,13.99
SRP45,201405031605,76.23,13.74
SRP45,201405031610,76.71,13.54
SRP45,201405031615,76.66,13.3
SRP45,201405031620,76.57,13.38
SRP45,201405031625,76.8,13.26
