"FID_A2006J,N,9,0","GISJOIN,C,80","NHGISST,C,80","NHGISCT,C,80","SHAPE_A,N,19,15","SHAPE_L,N,19,15","SrfcTmA,N,19,15","FID_A200_1,N,9,0","GISJOIN_1,C,80","NHGISST_1,C,80","NHGISCT_1,C,80","SHAPE_A_1,N,19,15","SHAPE_L_1,N,19,15","SrfcTmA_1,N,19,15","FID_A200_2,N,9,0","GISJOIN_12,C,80","NHGISST_12,C,80","NHGISCT_12,C,80","SHAPE_A_12,N,19,15","SHAPE_L_12,N,19,15","SrfcTmA_12,N,19,15","FID_A200_3,N,9,0","GISJOIN_13,C,80","NHGISST_13,C,80","NHGISCT_13,C,80","SHAPE_A_13,N,19,15","SHAPE_L_13,N,19,15","SrfcTmA_13,N,19,15","FID_A200_4,N,9,0","GISJOIN_14,C,80","NHGISST_14,C,80","NHGISCT_14,C,80","SHAPE_A_14,N,19,15","SHAPE_L_14,N,19,15","SrfcTmA_14,N,19,15","FID_A200_5,N,9,0","GISJOIN_15,C,80","NHGISST_15,C,80","NHGISCT_15,C,80","SHAPE_A_15,N,19,15","SHAPE_L_15,N,19,15","SrfcTmA_15,N,19,15","FID_A200_6,N,9,0","GISJOIN_16,C,80","NHGISST_16,C,80","NHGISCT_16,C,80","SHAPE_A_16,N,19,15","SHAPE_L_16,N,19,15","SrfcTmA_16,N,19,15","FID_A200_7,N,9,0","GISJOIN_17,C,80","NHGISST_17,C,80","NHGISCT_17,C,80","SHAPE_A_17,N,19,15","SHAPE_L_17,N,19,15","SrfcTmA_17,N,19,15","SFCTemp,N,9,0"
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,113,0400130217002,040,0130,2625184.618790000000000,6470.206168760000000,16257.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16257
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,114,0400130217900,040,0130,2570572.091850000000000,6411.833320190000000,16302.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16302
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,117,0400130318400,040,0130,8157833.050090000000000,14574.957814700000000,16150.900000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16151
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,120,0400130318600,040,0130,3308851.704110000000000,10295.560441400000000,16149.666666700000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16150
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,121,0400130318700,040,0130,2375627.448090000000000,6240.253317030000000,16115.500000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16116
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,123,0400130319401,040,0130,2694300.244070000000000,6725.991888930000000,16117.500000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16118
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,124,0400130319402,040,0130,2483208.279550000000000,6314.871446940000000,16128.250000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16128
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,127,0400130319902,040,0130,2599905.919090000000000,6464.554469310000000,16243.250000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16243
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,128,0400130319903,040,0130,2673405.602140000000000,6719.461077790000000,16209.250000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16209
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,129,0400130319904,040,0130,2542421.787370000000000,6318.230633360000000,16118.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16118
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,130,0400130319905,040,0130,2594629.413060000000000,6409.902366420000000,16221.500000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16222
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,131,0400130319906,040,0130,2560152.938950000000000,6440.236727820000000,16063.666666700000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16064
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,132,0400130319907,040,0130,2583463.821470000000000,6442.719152810000000,16202.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16202
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,133,0400130319908,040,0130,2572410.082840000000000,6421.422113980000000,16246.500000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16246
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,134,0400130319909,040,0130,2623531.985850000000000,6442.996549070000000,16154.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16154
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,136,0400130320001,040,0130,2998210.487870000000000,8660.489596750000000,16218.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16218
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,138,0400130320007,040,0130,2047649.383620000000000,5992.899074670000000,16193.500000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16194
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,143,0400130420202,040,0130,2635438.080630000000000,6463.826504690000000,16292.250000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16292
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,146,0400130420209,040,0130,2590497.949380000000000,6501.856653330000000,16260.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16260
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,147,0400130420210,040,0130,2556935.135970000000000,6371.562593280000000,16124.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16124
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,148,0400130420211,040,0130,2655250.913270000000000,6534.276093490000000,16223.500000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16224
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,149,0400130420212,040,0130,2545073.395790000000000,6436.701334410000000,16113.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16113
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,150,0400130420302,040,0130,2609328.668600000000000,6514.247558650000000,16152.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16152
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,151,0400130420303,040,0130,2671790.559020000000000,6529.149785680000000,16152.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16152
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,152,0400130420502,040,0130,2671139.039190000000000,6865.290623540000000,16110.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16110
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,153,0400130420603,040,0130,2552342.864420000000000,6387.660152650000000,16102.250000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16102
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,154,0400130420604,040,0130,2584079.420560000000000,6454.527490620000000,16103.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16103
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,155,0400130420702,040,0130,2591818.812350000000000,7982.643435060000000,16222.500000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16222
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,156,0400130420703,040,0130,2553833.139050000000000,7960.460940860000000,16170.500000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16170
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,157,0400130420706,040,0130,2603241.346060000000000,6469.184472340000000,16066.250000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16066
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,158,0400130420901,040,0130,1185217.190900000000000,4608.275289680000000,16081.500000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16082
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,160,0400130422205,040,0130,1473796.775770000000000,6054.729678610000000,16109.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16109
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,162,0400130422210,040,0130,2619967.887700000000000,6477.576063000000000,16192.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16192
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,163,0400130422212,040,0130,2305777.274530000000000,6483.564737780000000,16096.500000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16096
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,164,0400130422215,040,0130,1311917.978920000000000,4858.414899860000000,16122.500000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16122
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,165,0400130422217,040,0130,1273088.851400000000000,4782.101722210000000,16234.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16234
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,166,0400130422218,040,0130,1334169.631680000000000,4908.889303810000000,16098.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16098
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,167,0400130422219,040,0130,1289789.013330000000000,4825.182403840000000,16178.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16178
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,168,0400130422220,040,0130,1296025.074960000000000,4805.234430800000000,16238.500000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16238
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,174,0400130422504,040,0130,2596415.077160000000000,6451.534032320000000,16267.250000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16267
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,175,0400130422513,040,0130,2585811.547340000000000,6436.486988550000000,16260.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16260
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,176,0400130422514,040,0130,2681490.166920000000000,6846.034659010000000,16278.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16278
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,179,0400130422607,040,0130,2583575.710690000000000,6429.865913990000000,16215.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16215
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,180,0400130422608,040,0130,12828858.051800000000000,15646.118744600000000,16244.142857100000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16244
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,181,0400130422609,040,0130,2592328.474060000000000,6493.344559830000000,16269.500000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16270
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,182,0400130422610,040,0130,2684615.855130000000000,6541.781563080000000,16260.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16260
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,183,0400130422614,040,0130,5167306.737630000000000,9818.115189860000000,16241.500000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16242
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,185,0400130522709,040,0130,2803599.635730000000000,8381.226908880000000,16217.250000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16217
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,186,0400130522713,040,0130,2576746.427810000000000,6397.699680750000000,16149.500000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16150
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,187,0400130522714,040,0130,2611776.851620000000000,6453.346286760000000,16116.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16116
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,188,0400130522720,040,0130,5140351.906770000000000,13364.290118700000000,16180.750000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16181
