"FID_A2006J,N,9,0","GISJOIN,C,80","NHGISST,C,80","NHGISCT,C,80","SHAPE_A,N,19,15","SHAPE_L,N,19,15","SrfcTmA,N,19,15","FID_A200_1,N,9,0","GISJOIN_1,C,80","NHGISST_1,C,80","NHGISCT_1,C,80","SHAPE_A_1,N,19,15","SHAPE_L_1,N,19,15","SrfcTmA_1,N,19,15","FID_A200_2,N,9,0","GISJOIN_12,C,80","NHGISST_12,C,80","NHGISCT_12,C,80","SHAPE_A_12,N,19,15","SHAPE_L_12,N,19,15","SrfcTmA_12,N,19,15","FID_A200_3,N,9,0","GISJOIN_13,C,80","NHGISST_13,C,80","NHGISCT_13,C,80","SHAPE_A_13,N,19,15","SHAPE_L_13,N,19,15","SrfcTmA_13,N,19,15","FID_A200_4,N,9,0","GISJOIN_14,C,80","NHGISST_14,C,80","NHGISCT_14,C,80","SHAPE_A_14,N,19,15","SHAPE_L_14,N,19,15","SrfcTmA_14,N,19,15","FID_A200_5,N,9,0","GISJOIN_15,C,80","NHGISST_15,C,80","NHGISCT_15,C,80","SHAPE_A_15,N,19,15","SHAPE_L_15,N,19,15","SrfcTmA_15,N,19,15","FID_A200_6,N,9,0","GISJOIN_16,C,80","NHGISST_16,C,80","NHGISCT_16,C,80","SHAPE_A_16,N,19,15","SHAPE_L_16,N,19,15","SrfcTmA_16,N,19,15","FID_A200_7,N,9,0","GISJOIN_17,C,80","NHGISST_17,C,80","NHGISCT_17,C,80","SHAPE_A_17,N,19,15","SHAPE_L_17,N,19,15","SrfcTmA_17,N,19,15","SFCTemp,N,9,0"
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,185,0400130422204,040,0130,2598926.303540000000000,6643.509259190000000,16438.666666700000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16439
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,190,0400130422605,040,0130,3875806.634890000000000,11260.730643400000000,16413.200000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16413
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,191,0400130422615,040,0130,5201018.952590000000000,9920.915654250000000,16414.500000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16414
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,193,0400130422618,040,0130,2357408.633050000000000,6082.531099900000000,16418.500000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16418
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,194,0400130522724,040,0130,2477646.681620000000000,6862.453912040000000,16410.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16410
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16,0400130030329,040,0130,324845482.212000000000000,101152.614415000000000,16490.040000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16490
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,89,0400130104801,040,0130,5730539.516740000000000,13172.435474300000000,16468.857142900000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16469
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,22,0400130030343,040,0130,28736455.121500000000000,23150.008402000000000,16584.484848500000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16584
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,25,0400130030346,040,0130,3428077.757850000000000,8136.460195350000000,16573.200000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16573
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,53,0400130071508,040,0130,5680800.873940000000000,10429.783075900000000,16572.166666700000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16572
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,87,0400130104100,040,0130,2588203.741070000000000,6459.218988570000000,16573.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16573
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,37,0400130092304,040,0130,2484749.636180000000000,6321.551305740000000,16612.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16612
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,71,0400130105200,040,0130,4097368.528040000000000,8574.704601680000000,16615.166666700000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16615
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,72,0400130105300,040,0130,2660266.916640000000000,6511.074412050000000,16628.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16628
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,79,0400130106800,040,0130,2617427.449080000000000,6471.211176550000000,16621.250000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16621
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,107,0400130111204,040,0130,6872030.096130000000000,11909.978717000000000,16606.375000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16606
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,109,0400130111601,040,0130,1308778.352910000000000,4840.071710600000000,16635.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16635
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,155,0400130216827,040,0130,4462564.368070000000000,10990.726270200000000,16607.200000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16607
-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,156,0400130217001,040,0130,2898381.177990000000000,7689.337659410000000,16606.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,-1,,,,0.000000000000000,0.000000000000000,0.000000000000000,16606
